G7177-MONOMER	G7177	P76481	putative lipoprotein	YfbK
G7617-MONOMER	G7617	P64590	predicted inner membrane protein	YhaH
EG11659-MONOMER	EG11659	P31063	predicted protein	YedD
HCAA2-MONOMER	M015	Q47140	3-phenylpropionate dioxygenase, &beta; subunit	HcaA, YfhV, HcaB, DigB, HcaF, HcaA2, 3-phenylpropionate dioxygenase, small subunit
EG12286-MONOMER	EG12286	P37679	predicted L-xylulose 5-phosphate 3-epimerase	YiaR, SgbU
G6229-MONOMER	G6229	P0AAQ0	predicted inner membrane protein	YaiZ
SPOT-MONOMER	EG10966	P0AG24		SpoT
G6699-MONOMER	G6699	P37903	nucleotide binding filament protein	YzzL, UspF, YnaF
E3-MONOMER	EG10543	P0A9P0	E3 monomer	Lpd, Dhl, LpdA, E3 subunit
EG10955-MONOMER	EG10955	P15373	PrlF antitoxin	PrlF, SohA
G7161-MONOMER	G7161	P77732	predicted DNA-binding transcriptional regulator	YfaX
G7601-MONOMER	G7601	P67701	antitoxin of the HigB-HigA toxin-antitoxin system	YgjM, HigA
EG11619-MONOMER	EG11619	P30958	transcription-repair coupling factor	Mfd, TRCF
GPT-MONOMER	EG10414	P0A9M5	Gpt	Gxu, Gpp, GlyD
EG12263-MONOMER	EG12263	P37657	c-di-GMP-binding protein	BcsE, YhjS
MONOMER0-4251	G7077	P0CF42	CP4-44 prophage; IS2 insertion element repressor InsA	InsC-3
G6200-MONOMER	G6200	P77495	propionyl-CoA synthetase	YahU, PrpE
SERINE-O-ACETTRAN-MONOMER	EG10187	P0A9D4	serine acetyltransferase monomer	CysE
G6681-MONOMER	G6681	P76063	Rac prophage; predicted DNA-binding transcriptional regulator	YdaS
DSDX-MONOMER	EG10250	P08555		DsdC, YfdA, YfdD, DsdX
EG10918-MONOMER	EG10918	P0A7U3	30S ribosomal subunit protein S19	RpsS
G7134-MONOMER	G7134	P76421	predicted hydrolase	YegX
G7579-MONOMER	G7579	P0AEW4	cAMP phosphodiesterase	CpdA, Icc
EG11581-MONOMER	EG11581	P30178	predicted dehydrogenase	YbiC
GLYCPDIESTER-CYTO-MONOMER	EG11050	P10908	glycerophosphodiester phosphodiesterase, cytosolic	UgpQ
EG12242-MONOMER	EG12242	P63201	GadW DNA-binding transcriptional dual regulator	YhiW, GadW
MONOMER0-4235	G6360	P0CE51	IS5 transposase and trans-activator	InsH-3
G6182-MONOMER	G6182	P77219	predicted inner membrane protein	YahC
SAPB-MONOMER	G2001	P0AGH3	integral membrane protein SapB of predicted ABC transporter	
G6662-MONOMER	G6662	P0ACV6	murein tripeptide amidase A	YcjI, MpaA
DIHYDROPTERIREDUCT-MONOMER	EG50005	P38489	NAD(P)H nitroreductase NfsB	Ntr, NfsB, DprA, NfnB
G7108-MONOMER	G7108	P76389	inner membrane protein YegH	YegH
EG10905-MONOMER	EG10905	P02358	30S ribosomal subunit protein S6	SdgH, RpsF
G7556-MONOMER	G7556	Q7DFU6	predicted hydrolase	YghX, ORF_f136, YghX_1
EG11548-MONOMER	EG11548	P30015	member of  ATP-dependent helicase superfamily II	RhlF, Lhr
GLUTDECARBOXA-MONOMER	EG50009	P69908	glutamate decarboxylase A subunit	GadS, GadA
EG12214-MONOMER	EG12214	P0ADI9	conserved inner membrane enzyme	YhhN
MONOMER0-4201	G0-10689	E2JKY7	predicted leader peptide	MgtL
G6162-MONOMER	G6162	P77802	outer membrane protein associated with <i>E. coli</i> common pilus formation - cryptic	MatD, YagX
RIBULOKIN-MONOMER	EG10053	P08204	L-ribulokinase monomer	AraB
G6640-MONOMER	G6640	P76035	predicted oxidoreductase	YciW
DEOXYGLUCONOKIN-MONOMER	EG12253	P37647	2-keto-3-deoxygluconokinase	YhjI, KdgK
G7090-MONOMER	G7090	P76372	regulator of length of O-antigen component of lipopolysaccharide chains	Cld, Rol, Wzz, WzzB
EG10884-MONOMER	EG10884	P60624	50S ribosomal subunit protein L24	RplX
G7536-MONOMER	G7536	Q46833	predicted secretion pathway protein, L-type protein (pseudogene)	EcfB, YghE
EG11521-MONOMER	EG11521	P0AAU2	predicted protein	YbfA
GLUCOKIN-MONOMER	EG12957	P0A6V8		Glk
EG12196-MONOMER	EG12196	P36661	predicted protein	YccE
EG12161-MONOMER	EG12161	P36943	attaching and effacing protein homolog, pathogenesis factor	EaeH
MONOMER0-2884	G0-10657	C1P620	small predicted membrane protein	YshB
G6144-MONOMER	G6144	P77300	CP4-6 prophage; predicted DNA-binding transcriptional regulator	YagI
RFBX-MONOMER	EG11980	P37746	<i>O</i>-antigen flippase	Wzx, WzxB, RfbX
G6623-MONOMER	G6623	P76010	molecular brake that regulates flagellar motility in response to c-di-GMP	YcgR
CYTIDEAM-MONOMER	EG10137	P0ABF6	Cdd	
G7072-MONOMER	G7072	Q47005	Nac DNA-binding transcriptional dual regulator	Nac
EG10866-MONOMER	EG10866	P60438	50S ribosomal subunit protein L3	RplC
G7520-MONOMER	G7520	P52048	predicted dehydrogenase	YggP
EG11499-MONOMER	EG11499	P0AA73	inner membrane protein YhbE	YhbE
GLNH-MONOMER	EG10386	P0AEQ3	glutamine ABC transporter - periplasmic binding protein	
EG12128-MONOMER	EG12128	P60955		UmpA, Lgt
MONOMER0-2868	G0-10641	C1P619	small protein	IlvX
G6124-MONOMER	G6124	P75677	CP4-6 prophage; predicted protein	YkfF
PUTP-MONOMER	EG10802	P07117	proline:Na<sup>+</sup> symporter	PutC, PutP, PPI, proline permease I, PutP proline SSS transporter
G6606-MONOMER	G6606	P75993	regulator of acid resistance, influenced by indole	YmgB, AriR
CYDC-MONOMER	EG10012	P23886	glutathione / L-cysteine efflux transporter - CydC subunit	CydC, YcaB, SurB, MdrH, MdrA
G7053-MONOMER	G7053	P76335	predicted protein, middle fragment	YedS, YedS_2
EG10850-MONOMER	EG10850	P0A944		RimI
G7499-MONOMER	G7499	P64557	predicted oxidoreductase	YgfM
EG11467-MONOMER	EG11467	P0ADP2	conserved protein	YigI
GAPDH-A-MONOMER	EG10367	P0A9B2	glyceraldehyde 3-phosphate dehydrogenase-A monomer	Gad, GapA, Gap1
EG12105-MONOMER	EG12105	P0ACR4	LYSR-type transcriptional regulator	YeiE
MONOMER0-2826	G0-10603	P58037	hypothetical protein	YrhD
G6108-MONOMER	G6108	P0AA99	conserved protein	YafK
PRPPAMIDOTRANS-MONOMER	EG10794	P0AG16	PurF	Ade, PurC
COBU-MONOMER	EG13238	P0AE76	CobU	
G6593-MONOMER	G6593	P75978	e14 prophage; predicted DNA-binding transcriptional regulator	YmfN
G7035-MONOMER	G7035	P76308	predicted protein	YecR
EG10830-MONOMER	EG10830	P21893	RecJ	
EG11431-MONOMER	EG11431	P0AD37	predicted DNA-binding transcriptional regulator	YfeC
G8204-MONOMER	G8204	P33666	predicted outer membrane protein, C-ter fragment	YdbA_2, YdbA
EG12051-MONOMER	EG12051	P33924	predicted autotransporter outer membrane protein	YejO
MONOMER0-2799				
G6083-MONOMER	G6083	P0CF91	IS186/IS421 transposase	InsL-1
PPPGPPHYDRO-MONOMER	EG10413	P25552	Gpp	GppA
CHEW-MONOMER	EG10149	P0A964	CheW	purine-binding chemotaxis protein
YPHC-MONOMER	G7339	P77360	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	YphC
G6576-MONOMER	G6576	P75959	<i>N</i>-acetyl-D-glucosamine kinase	YcfX, NagK
G7013-MONOMER	G7013	P76278	predicted inner membrane protein	YebZ
EG10777-MONOMER	EG10777	P0AFM9	stimulates PspC-mediated transcriptional activation of the psp operon; antitoxin of a PspC-PspB toxin-antitoxin pair	PspB, phage shock protein
EG11399-MONOMER	EG11399	P0AET2	HdeB monomer	YhhD, YhiC, HdeB, 10K-L protein
G7469-MONOMER	G7469	P77136	predicted protein	YqeK
G7938-MONOMER	G7938	P39391	conserved protein	YjiT
EG12024-MONOMER	EG12024	P0AD19	inner membrane protein YohK	YohK
MONOMER0-2748	G0-10525		IS3 element transposase	
FUM-MEMB2	EG10333	P0A8Q3	fumarate reductase membrane protein	FrdD
PKII-MONOMER	EG10803	P21599	pyruvate kinase II monomer	PykA
CARNRACE-MONOMER	EG11557	P31551		YaaL, CaiD
YJFU-MONOMER	EG12495	P69820	L-ascorbate PTS permease	SgaA, YjfU, PtxA, EII<sup>Sga</sup>, EII<sup>Ula</sup>, Enzyme II<sup>Sga</sup>, Enzyme II<sup>Ula</sup>
G6554-MONOMER	G6554	P75925	predicted cytochrome b561	YceJ
G6996-MONOMER	G6996	P76261	predicted c-di-GMP phosphodiesterase	PdeD, YoaD
EG10737-MONOMER	EG10737	P03014	e14 prophage; site-specific DNA recombinase	PinE, Pin
EG11373-MONOMER	EG11373	P0AGC5	membrane-bound lytic murein transglycosylase F	YfhD, MltF
G7452-MONOMER	G7452	Q46920	7-cyano-7-deazaguanine reductase	YqcD, QueF
G7922-MONOMER	G7922	P39374	predicted protein	YjiC
EG12002-MONOMER	EG12002	P33352	conserved protein	YehP
MONOMER0-2684	G0-10462	P0AD40	predicted protein	YpeB
FRUCBISALD-CLASSI-MONOMER	G7129	P0A991	fructose bisphosphate aldolase monomer	DhnA, FbaB
PHNL-MONOMER	EG10721	P16679	PhnL subunit of methylphosphonate degradation complex	PhnL
BRNQ-MONOMER	EG12168	P0AD99	branched chain amino acid transporter BrnQ	HrbA, LIV-II, BrnQ, BrnQ branched chain amino acid LIVCS transporter
G6534-MONOMER	G6168	P0CF66	IS3 element protein InsE	InsE-1
YIIP-MONOMER	EG11873	P69380	FieF	YiiP
G6979-MONOMER	G6979	P64493	conserved outer membrane protein	YoaF
EG10696-MONOMER	EG10696	P04825	aminopeptidase N	PepN, &alpha;-aminoacylpeptide hydrolase
EG11345-MONOMER	EG11345	P25746	lysogenization regulator	HslZ, HflD, YcfC
G7431-MONOMER	G7431	P65870	6-carboxy-5,6,7,8-tetrahydropterin synthase	SscR, YgcM, QueD
G7906-MONOMER	G7906	Q47718	KpLE2 phage-like element; partial transposase	InsO-2
EG11976-MONOMER	EG11976	P0AC07	flagellar biosynthesis protein FliQ	FlaQ, FliQ
MONOMER0-2666	G0-10444	P76000	predicted protein	YmgH
FLGH-FLAGELLAR-L-RING	G364	P0A6S0	flagellar L-ring protein FlgH; basal-body outer-membrane L (lipopolysaccharide layer) ring protein	FlaY, FlgH
MONOMER0-2662	G0-10440		predicted transposase	YbfQ
FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN	G359	P0ABX2	flagellar basal-body rod protein FlgC	FlaW, FlgC
PGK	EG10703	P0A799		Pgk
B2775-MONOMER	EG13174	P77031	putative transport protein, major facilitator superfamily	YqcF, YqcE
G6508-MONOMER	G6508	P75885	predicted protein	YmcD, GfcA
YHHS-MONOMER	EG12219	P37621	putative transport protein, major facilitator superfamily	YhhS
G6957-MONOMER	G6957	P77721	predicted DNA-binding transcriptional regulator	YdjF
EG10659-MONOMER	EG10659	P21420	outer membrane porin protein; locus of qsr prophage	PhmA, NmpC
EG11304-MONOMER	EG11304	Q47138	Qin prophage; predicted protein	YdfE
G7409-MONOMER	G7409	P0A6G3	NMN aminohydrolase	PncC, YgaD
G7882-MONOMER	G7882	P39334	predicted transcriptional regulator	BdcR, YjgJ
EG11948-MONOMER	EG11948	P32710	formate-dependent nitrite reductase; possible assembly function	YjcL, NrfE
MONOMER0-1941	G0-9981	A5A624	toxic inner membrane peptide DinQ	DinQ
FDOH-MONOMER	EG11857	P0AAJ5	formate dehydrogenase-O, &beta; subunit	FdoH
PD04028	EG10200	P0ACN7	CytR	regulator for deo operon, udp, cdd, tsx, nupC, and nupG
B1657-MONOMER	G6893	P77389	putative transport protein - major facilitator superfamily	YdhP
G6491-MONOMER	G6491	P43671	paraquat-inducible protein B	PqiB
YGJI-MONOMER	EG12720	P42590	putative transport protein, glutamate:GABA antiporter family	YgjI
G6933-MONOMER	G6933	P64481	predicted inner membrane protein regulated by LexA	YdjM
EG10608-MONOMER	EG10608	P0A9X4	dynamic cytoskeletal protein MreB	RodY, Mon, EnvB, MreB_1, MreB
EG11287-MONOMER	EG11287	P25728	predicted protein	YgbA
G7383-MONOMER	G7383	P76611	predicted invertase fragment	YpjG, PinH
G7864-MONOMER	G7864	P39310	predicted cell envelope opacity-associated protein	YtfB
EG11924-MONOMER	EG11924	P32687	predicted lipoprotein	YjbF
MONOMER0-1562	G0-41	P0ADB4	entericidin A lipoprotein, antidote to entericidin B	EcnA
ERYTH4PDEHYDROG-MONOMER	EG10368	P0A9B6	Epd	GapB, Gap2
PD01896	G6852	P50456	Mlc DNA-binding transcriptional repressor	Mlc, DgsA
B0486-MONOMER	G6262	P77400	putative transport protein, archaeal/bacterial transporter (ABT) family	YbaT
G6471-MONOMER	G6471	P75843	conserved protein	YcaQ
YEHX-MONOMER	EG12010	P33360	glycine betaine ABC transporter - putative ATP binding subunit	YehX
G6915-MONOMER	G6915	P76196	conserved protein	YdiL
EG10571-MONOMER	EG10571	P0AE72	MazE antitoxin of the MazF-MazE toxin-antitoxin system	MazE, ChpR, ChpAI
EG11251-MONOMER	EG11251	P0AGM5	predicted transcriptional regulator	YchA
G7367-MONOMER	G7367	P52131	CP4-57 prophage; predicted GTP-binding protein	YfjP
G7846-MONOMER	G7846	P0AF76	conserved protein	YjfI
EG11905-MONOMER	EG11905	P32669	fructose 6-phosphate aldolase 2	YijG, FsaB, TalC, FSA 2
MONOMER0-142	G7302	P0AEW1	hydrogenase 4, component E	HyfE
EG20249-MONOMER	EG20249	P39161	UxuR DNA-binding transcriptional repressor	UxuR
PD00423	EG11029	P0A881	TrpR	RtrY
ATOA-MONOMER	EG11670	P76459	acetyl-CoA:acetoacetyl-CoA transferase, &beta; subunit	AtoA
G6451-MONOMER	G6451	P0A8C1	conserved protein	YbjQ
YDDP-MONOMER	G6778	P77268	YddP	DdpD
G6898-MONOMER	G6898	P77409	predicted cytochrome	YdhU
EG10506-MONOMER	EG10506	P0A707	protein chain initiation factor IF-3	Fit, SrjA, InfC, IF3
EG11224-MONOMER	EG11224	P22586	flagellar biosynthesis protein FliO	FlbD, FliO
G7349-MONOMER	G7349	Q47319	conserved protein	YfiP
G7828-MONOMER	G7828	P0AF59	conserved protein	YjdI
EG11882-MONOMER	EG11882	P32167	conserved hypothetical protein of the NlpC/P60 peptidase superfamily	YiiX
MHPT-MONOMER	G6206	P77589	3-hydroxyphenylpropionate / 3-hydroxycinnamate:H<sup>+</sup> symporter	YaiK, MhpT
EG12861-MONOMER	EG12861	P0AD07	predicted protein	YecF
PD00288	EG10457	P0ACF8	H-NS DNA-binding transcriptional dual regulator	Irk, MsyA, PilG, TopS, TopX, VirR, Drs, Drc, Cur, Hns, FimG, DrdX, BglY, HnsA, DNA-binding protein HLP-II (HU, BH2, HD, NS), OsmZ, H-NS
ARYLSULFAT-MONOMER	EG10089	P25549		GppB, AtsA, AslA
G6434-MONOMER	G6434	P75801	predicted diguanylate cyclase	DgcI, YliF
YCEE-MONOMER	EG11343	P25744		MdtG, YceE, MdtG drug MFS transporter, MdtG multidrug efflux pump
G6880-MONOMER	G6880	P77570	anhydro-<i>N</i>-acetylmuramic acid kinase	YdhH, AnmK
EG10466-MONOMER	EG10466	P0ACF0	transcriptional dual regulator HU-&alpha; (HU-2)	HupA
EG11201-MONOMER	EG11201	P23305	conserved protein	YigA
G7324-MONOMER	G7324	P0ACD4	scaffold protein for iron-sulfur cluster assembly	NifU, YfhN, IscU
G7769-MONOMER	G6134	P0CE49	CP4-6 prophage; IS5 transposase and trans-activator	Trs5-1, Yi52_1, InsH-1
EG11853-MONOMER	EG11853	P0ADQ2	predicted acetyltransferase	YiiD
METHGLYSYN-MONOMER	G6497	P0A731	methylglyoxal synthase	Mgs, YccG, MgsA
EG12713-MONOMER	EG12713	P46136	aromatic amino acid exporter	YddG
PD00214	EG10681	P0ACQ4	OxyR DNA-binding transcriptional dual regulator	Mor, MomR, OxyR, bifunctional regulatory protein sensor for oxidative stress
AROB-MONOMER	EG10074	P07639		AroB
G6413-MONOMER	G6413	P75779	conserved protein	YbiX
YADH-MONOMER	EG12321	P0AFN6	putative transport protein, ABC superfamily - membrane component	YadH
G6859-MONOMER	G6859	P0AFS5		YdgG, TqsA
EG10435-MONOMER	EG10435	P0ABC3	regulator of FtsH protease	HflA, HflC
EG11179-MONOMER	EG11179	P0A8A8	ribosome maturation factor RimP	YhbC, RimP
G7307-MONOMER	G7307	P77453	hydrogenase 4 component J, putative protein processing element	HyfJ
G7745-MONOMER	G7745	P45804	putative transport protein, YhgE family	YhgE
EG11832-MONOMER	EG11832	P32128	putative GTP-binding protein	YihF
MANNKIN-MONOMER				
EG12666-MONOMER	EG12666	P43341		YbbF, LpxH
OROPRIBTRANS-MONOMER	EG10808	P0A7E3	PyrE	
AQPZ-MONOMER	EG13270	P60844	AqpZ monomer	BniP, AqpZ
G6385-MONOMER	G6385	P75748	predicted fimbrial-like adhesin protein	YbgO
UUP-MONOMER	G6489	P43672	ATP-binding protein with possible role in replication	YcbH, YcbI, Uup, Tex
G6837-MONOMER	G6837	P76168	Qin prophage; predicted defective integrase	IntQ
EG10355-MONOMER	EG10355	P0AEN8	L-fucose mutarotase	FucU
EG11156-MONOMER	EG11156	P08371	conserved protein	YgdC, PpdB
G7281-MONOMER	G7281	P76551	reactivating factor for ethanolamine ammonia-lyase EutBC	YffT, EutA
G7729-MONOMER	G7729	P45546	predicted inner membrane protein	YhfT
EG11807-MONOMER	EG11807	P33219	predicted protein	YebF
LYXK-MONOMER	EG12284	P37677	L-xylulose kinase	XylK, Lyx, YiaP, SgbK, LyxK
EG12446-MONOMER	EG12446	P11289	putative lipoprotein	YfiL
NUPG-MONOMER	EG10664	P0AFF4	nucleoside:H<sup>+</sup> symporter NupG	NupG, NupG nucleoside MFS transporter
AMP-NUCLEOSID-MONOMER	EG10039	P0AE12	Amn	
G6359-MONOMER	G6359	P37902	glutamate / aspartate ABC transporter - periplasmic binding protein	YzzK, YbeJ, GltBP
UGD-MONOMER	G7091	P76373		Udg, YefA, Ugd, PmrE
G6821-MONOMER	G6821	P77515	Qin prophage; predicted side tail fibre assembly protein	YdfN, StfQ
EG10312-MONOMER	EG10312	P0ADH7	regulator for fimA	Hyp, PilH, FimE
EG11134-MONOMER	EG11134	P0ACY1	predicted oxidoreductase	YdjA
G7265-MONOMER	G7265	P77619	penicillin binding protein 4B	YfeW, PBP4B
G7711-MONOMER	G7711	P45763	putative protein secretion protein for export	YheK, GspL
EG11782-MONOMER	EG11782	P0A832	small protein B	SmqB, SmpB
EG12409-MONOMER	EG12409	P37127	putative oxidoreductase,  Fe-S subunit	AegA, YffG
NRFD-MONOMER	EG11947	P32709	formate dependent nitrite reductase - NrfD subunit	YjcK, NrfD
AIRS-MONOMER	EG10798	P08178	PurM	PurI, PurG
G6334-MONOMER	G6334	P39177	universal stress protein UP12	YzzU, UspG, YbdQ, UP12
UBIX-MONOMER	EG11044	P0AG03	3-octaprenyl-4-hydroxybenzoate carboxy-lyase partner protein	DedF, UbiX, 3-octaprenyl-4-hydroxybenzoate decarboxylase together with UbiG
G6804-MONOMER	G6804	P76143	3-hydroxy-2,4-pentadione 5-phosphate thiolase	LsrF, YneB
EG10272-MONOMER	EG10272	P0ABV2	tonB energy transducing system - ExbD subunit	ExbD
EG11118-MONOMER	EG11118	P0AA39	23S rRNA pseudouridine synthase	YceC, RluC, ribosomal large subunit pseudouridine synthase C, ribosomal large subunit (23S rRNA) pseudouridine synthase C
G7244-MONOMER	G7244	P0AE39	YpdB transcriptional regulator	YpdB
G7694-MONOMER	G7694	P64619	predicted membrane protein	YhdU
EG11760-MONOMER	EG11760	P31991	hypothetical protein	YdcD
L-ASPARTATE-OXID-MONOMER	EG10631	P10902	L-aspartate oxidase	Nic, NicB, NadB
EG12385-MONOMER	EG12385	P39838	RcsD phosphotransferase	YojQ, YojP, RcsD, YojN
NICOTINATEPRIBOSYLTRANS-MONOMER	EG10742	P18133		PncB
ADENPRIBOSYLTRAN-MONOMER	EG10051	P69503	adenine phosphoribosyltransferase	Apt
G6315-MONOMER	G6315	P77699	DLP12 prophage; predicted tail fiber assembly protein	YlcF, TfaD, YbcX
TREHALOSEPHOSPHASYN-MONOMER	EG11752	P31678		OtsP, OtsB
G6782-MONOMER	G6782	P77790	D-Ala-D-Ala dipeptidase	YddT, VanX, DdpX
EG10237-MONOMER	EG10237	P0AEF0	chromosome replication; initiation and chain elongation	DnaD, DnaC
EG11095-MONOMER	EG11095	P21515		YajB, AcpH
G7226-MONOMER	G7226	P76510	CPS-53 (KpLE1) prophage; predicted protein	YzyA, YfdN
G7673-MONOMER	G7673	P45422	predicted transcriptional regulator	YhcF
EG11733-MONOMER	EG11733	P31475	predicted transcriptional regulator	YieP
ISOCIT-LYASE-MONOMER	EG10022	P0A9G6	isocitrate lyase monomer	Icl, AceA
EG12359-MONOMER	EG12359	P37909	predicted fimbrial-like adhesin protein	YbgD
NAPH-MONOMER	EG12062	P33934	ferredoxin-type protein	YejZ, NapH
ACETYLORNDEACET-MONOMER	EG11286	P23908	ArgE	
G6295-MONOMER	G6295	P75717	DLP12 prophage; predicted exonuclease	YbcC
THZ-KIN-MONOMER	M007	P76423	hydroxyethylthiazole kinase	ThiM
G6759-MONOMER	G6759	P76112	L-amino acid N-acyltransferase	MnaT, YncA
EG10201-MONOMER	EG10201	P0AEB2	D-alanyl-D-alanine carboxypeptidase, fraction A; penicillin-binding protein 5	Pfv, DacA, PBP5
EG11073-MONOMER	EG11073	P09030	exonuclease III	Xth, XthA
G7209-MONOMER	G7209	P77196	fimbrial usher protein, N-terminal fragment	YfcU
G7652-MONOMER	G7652	P45527	predicted peptidase (collagenase-like)	YhbU
EG11711-MONOMER	EG11711	P31453	predicted DNA-binding transcriptional regulator	YidP
HYCC-MONOMER	EG10476	P16429	hydrogenase 3, membrane subunit	HevC, HycC, Ant-2
EG12333-MONOMER	EG12333	P0AFP0	conserved inner membrane protein	YadS
NAD-SYNTH-MONOMER	EG10663	P18843	NadE	Efg, NtrL
6PGLUCONDEHYDROG-MONOMER	EG10411	P00350	Gnd	
G6275-MONOMER	G6275	P77731	ureidoglycolate lyase	YbbT, AllA
THIC-MONOMER	EG11585	P30136		ThiC
G6732-MONOMER	G6732	P43329	ATP-dependent helicase	HrpA
EG10125-MONOMER	EG10125	P0ABE2	BolA DNA-binding transcriptional dual regulator	BolA
EG11035-MONOMER	EG11035	P0A927	nucleoside channel; receptor of phage T6 and colicin K	NupA, Tsx
G7191-MONOMER	G7191	P65556	predicted Nudix hydrolase	YfcD
G7636-MONOMER	G7636	P42912	predicted galactosamine-6-phosphate isomerase	YraG, AgaI
EG11682-MONOMER	EG11682	P69829	phosphotransferase system enzyme IIA, regulation of potassium transport	YhbI, RpoP, PtsN, EIIA<sup>Ntr</sup>, enzyme IIA<sup>Ntr</sup>
HISTCYCLOPRATPPHOS	EG10451	P06989		HisE, HisI
EG12310-MONOMER	EG12310	P37095	aminopeptidase B	YfhI, PepB
MONOMER0-761	G0-8887	A5A615	small membrane protein	YncL
G6252-MONOMER	G6252	P77473	predicted c-di-GMP-specific phosphodiesterase	PdeB, YlaB
SUPEROX-DISMUTFE-MONOMER	EG10954	P0AGD3	SodB	
G6713-MONOMER	G6713	P76081	ring 1,2-phenylacetyl-CoA epoxidase, reductase subunit	YdbR, PaaE
EG10043-MONOMER	EG10043	P22255	adenosine-3'(2'),5'-bisphosphate nucleotidase	Amt, AmtA, CysQ
EG10996-MONOMER	EG10996	P0A847	tRNA-guanine transglycosylase monomer	Tgt
G7174-MONOMER	G7174	P0AEH3	predicted acyltransferase with acyl-CoA N-acyltransferase domain	YfbC, ElaA
G7614-MONOMER	G7614	Q47710	conserved protein	YqjK
EG11652-MONOMER	EG11652	P0AEE3	Deg S monomer	HtrH, HhoB, DegS
H2NTPEPIM-MONOMER	G7195	P0AC19	dihydroneopterin triphosphate 2'-epimerase monomer	FolX
EG12282-MONOMER	EG12282	P37675	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	YiaN
G6226-MONOMER	G6226	P0AAP5	predicted DNA-binding transcriptional regulator	YaiV
SORB6PDEHYDROG-MONOMER	EG10971	P05707	SrlD	GutD
G6696-MONOMER	G6696	P77163	Rac prophage; predicted tail fiber assembly protein	TfaR, YnaC
E1P-MONOMER	EG10024	P0AFG8	subunit of E1p component of pyruvate dehydrogenase complex	AceE
EG10950-MONOMER	EG10950	P0AGC3	soluble lytic murein transglycosylase	SltY, Slt, Slt70
G7156-MONOMER	G7156	P76466	predicted protein	YfaT
G7597-MONOMER	G7597	P42589	putative tRNA synthetase	YgjH
EG11607-MONOMER	EG11607	P0AB55	predicted enzyme	YciI
GNTU-MONOMER	EG12631	P0AC96	gluconate transporter GntU	GntU
EG12260-MONOMER	EG12260	P37653	cellulose synthase, catalytic subunit	YhjO, YhjP, BcsA
MONOMER0-4248	G0-10531		IS3 element transposase	
G6196-MONOMER	G6196	P77541	2-methylisocitrate lyase	YahQ, PrpB
SECF	EG10940	P0AG93	SecF	
G6677-MONOMER	G6677	P76057	Rac prophage; excisionase	XisR, YdaQ
DPPC-MONOMER	EG12626	P0AEG1	dipeptide ABC transporter - putative membrane subunit	DppC
EG10915-MONOMER	EG10915	P0A7T3	30S ribosomal subunit protein S16	RpsP
G7131-MONOMER	G7131	P76418	predicted hydrolase	YegU
G7575-MONOMER	G7575	P52076	QseB transcriptional activator	YgiX, QseB, QseB response regulator
EG11578-MONOMER	EG11578	P30128	transcription elongation factor GreB	GreB
GLYCOGEN-BRANCH-MONOMER	EG10378	P07762		GlgB
EG12237-MONOMER	EG12237	P0AB96		ArsG, ArsC
MONOMER0-4232	G6327	P0CF92	IS186/IS421 transposase	InsL-2
G6178-MONOMER	G6178	P77433	predicted protein	YkgG
S-ADENMETSYN-MONOMER	EG10589	P0A817	methionine adenosyltransferase	MetX, MetK
G6659-MONOMER	G6659	P76046	conserved protein	YcjX
DIHYDROOROT-MONOMER	EG10806	P05020	PyrC	
G7105-MONOMER	G7105	P76387	protein-tyrosine kinase	Wzc
EG10902-MONOMER	EG10902	P0A7V3	30S ribosomal subunit protein S3	RpsC
G7552-MONOMER	G7552	Q46844	predicted protein with nucleoside triphosphate hydrolase domain	YghT
EG11544-MONOMER	EG11544	P63204	GadE DNA-binding transcriptional activator	YhiT, YhiE, GadE, acid-responsive regulator of gadA and gadBC
GLUTATHIONE-REDUCT-NADPH-MONOMER	EG10412	P06715	glutathione reductase (NADPH)	GorA, Gor
EG12211-MONOMER	EG12211	P37613	maturation factor for PanD	PanZ, PanM, LivL, YhhK
G6159-MONOMER	G6159	P0AAL9	predicted ferredoxin	YkgJ
RIBOFLAVINSYNDEAM-MONOMER	EG11321	P25539	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	YbaE, RibG, RibD
G6637-MONOMER	G6637	P0ACV4	lipopolysaccharide assembly protein LapA	LapA, YciS
DEHYDROPANTLACRED-MONOMER				
G7087-MONOMER	G7087	P0A8M6	conserved protein	YeeX
EG10881-MONOMER	EG10881	P0A7L3	50S ribosomal subunit protein L20	PdzA, RplT
G7533-MONOMER	G7533	P0C066	membrane-bound lytic murein transglycosylase C	YggZ, MltC
EG11517-MONOMER	EG11517	P0A9C9	fructose 1,6-bisphosphatase II	GlpX
GLUC1PURIDYLTRANS-MONOMER	EG11319	P0AEP3	UTP:glucose-1-phosphate uridylyltransferase	GalU, YchD
EG12193-MONOMER	EG12193	P36659	CbpA monomer	CbpA
EG12155-MONOMER	EG12155	P38393	Rac prophage; inhibitor of FtsZ, killing protein	YdaD, Kil, KilR
MONOMER0-2881	G0-10654	C1P5Z8	small membrane protein	YkgR
